scientificName,accepted,acceptedKey,genus,species,phylum,key,taxonomicStatus,group
"Pelvetia canaliculata var. acutilobata Lami, 1939",Pelvetia canaliculata (L.) Decne. & Thur.,3196499,Pelvetia,Pelvetia canaliculata,Ochrophyta,3196506,SYNONYM,Pelvetia canaliculata
"Pelvetia canaliculata var. coralloides S.M.Baker, 1912",Pelvetia canaliculata (L.) Decne. & Thur.,3196499,Pelvetia,Pelvetia canaliculata,Ochrophyta,8150389,SYNONYM,Pelvetia canaliculata
"Pelvetia canaliculata var. libera S.M.Baker, 1912",Pelvetia canaliculata (L.) Decne. & Thur.,3196499,Pelvetia,Pelvetia canaliculata,Ochrophyta,6539406,SYNONYM,Pelvetia canaliculata
"Pelvetia canaliculata var. typica Lami, 1939",Pelvetia canaliculata (L.) Decne. & Thur.,3196499,Pelvetia,Pelvetia canaliculata,Ochrophyta,7786351,SYNONYM,Pelvetia canaliculata
Endarachne binghamiae J.Agardh,Petalonia binghamiae (J.Agardh) K.L.Vinogr.,3197869,Petalonia,Petalonia binghamiae,Ochrophyta,3197868,HOMOTYPIC_SYNONYM,Petalonia binghamiae
? debilis C.Agardh,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,9367311,SYNONYM,Petalonia fascia
Fucus fascia O.F.Müll.,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,3197926,SYNONYM,Petalonia fascia
Ilea caespitosa (J.Agardh) Nordst.,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422780,SYNONYM,Petalonia fascia
Ilea fascia (O.F.Müll.) Fr.,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422784,HOMOTYPIC_SYNONYM,Petalonia fascia
"Ilea fascia f. caespitosa (J.Agardh) Farlow, 1881",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422771,SYNONYM,Petalonia fascia
"Ilea fascia f. debilis (C.Agardh) Setch. & Gardner, 1924",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422786,SYNONYM,Petalonia fascia
Ilea fascia subsp. caespitosa (J.Agardh) Farlow,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11355712,SYNONYM,Petalonia fascia
Ilea fascia subsp. debilis (C.Agardh) Setchell & Gardner,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11267649,SYNONYM,Petalonia fascia
Laminaria caespitosa (J.Agardh) J.Agardh,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422776,SYNONYM,Petalonia fascia
Laminaria fascia (O.F.Müll.) C.Agardh,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422785,SYNONYM,Petalonia fascia
"Petalonia fascia var. debilis (Kütz.) G.Hamel, 1937",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,3197921,SYNONYM,Petalonia fascia
"Phycolapathum cuneatum Kütz., 1845",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,3197925,SYNONYM,Petalonia fascia
Phyllitis caespitosa Le Jolis,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422787,SYNONYM,Petalonia fascia
Phyllitis debilis Kützing,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422775,SYNONYM,Petalonia fascia
Phyllitis fascia (O.F.Müll.) Kütz.,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422788,HOMOTYPIC_SYNONYM,Petalonia fascia
Phyllitis fascia subsp. caespitosa,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11311116,SYNONYM,Petalonia fascia
Phyllitis fascia subsp. curvata Kützing,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11241939,SYNONYM,Petalonia fascia
Phyllitis fascia subsp. debilis (C.Agardh) Hauck,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11242756,SYNONYM,Petalonia fascia
Phyllitis fascia subsp. latior Hariot,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11354796,SYNONYM,Petalonia fascia
Phyllitis fascia subsp. tenuissima Batters,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11310211,SYNONYM,Petalonia fascia
Phyllitis fascia var. caespitosa,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422783,SYNONYM,Petalonia fascia
"Phyllitis fascia var. curvata Kütz., 1849",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422770,SYNONYM,Petalonia fascia
"Phyllitis fascia var. debilis (C.Agardh) Hauck, 1883",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422777,SYNONYM,Petalonia fascia
"Phyllitis fascia var. latior Hariot, 1889",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422778,SYNONYM,Petalonia fascia
Phyllitis fascia var. tenuissima Batters,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422774,SYNONYM,Petalonia fascia
Punctaria caespitosa J.Agardh,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,3197934,SYNONYM,Petalonia fascia
"Punctaria debilis (Kütz.) Trevisan, 1849",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,7780959,SYNONYM,Petalonia fascia
"Saccharina caespitosa (J.Agardh) Kuntze, 1891",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,8155848,SYNONYM,Petalonia fascia
"Saccharina fascia (O.F.Müller) Kuntze, 1891",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,7707420,SYNONYM,Petalonia fascia
"Scytosiphon fascia (O.F.Müller) P.L.Crouan & H.M.Crouan, 1867",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,5422782,SYNONYM,Petalonia fascia
"Ulva fascia (O.F.Müller) Lyngbye, 1819",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,7989009,SYNONYM,Petalonia fascia
Ulva fascia subsp. tenuior Lyngbye,Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,11284632,SYNONYM,Petalonia fascia
"Ulva fascia var. tenuior Lyngbye, 1819",Petalonia fascia (O.F.Müll.) Kuntze,3197920,Petalonia,Petalonia fascia,Ochrophyta,8309440,SYNONYM,Petalonia fascia
Nitzschia closterium subsp. minutissima Allen & Nelson,"Phaeodactylum tricornutum Bohlin, 1897",7716676,Phaeodactylum,Phaeodactylum tricornutum,Ochrophyta,10918793,SYNONYM,Phaeodactylum tricornutum
Apora polymorpha Gunnerus,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,5276069,SYNONYM,Phymatolithon calcareum
"Eleutherospora polymorpha (L.) Heydrich, 1900",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654941,SYNONYM,Phymatolithon calcareum
Lithophyllum calcareum (Pallas) Foslie,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,5276347,SYNONYM,Phymatolithon calcareum
Lithothamnion calcareum (Pallas) Areschoug,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654951,SYNONYM,Phymatolithon calcareum
Lithothamnion calcareum subsp. attenuatum (Foslie) Foslie,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,11035880,SYNONYM,Phymatolithon calcareum
Lithothamnion calcareum subsp. australe Foslie,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,11103256,SYNONYM,Phymatolithon calcareum
Lithothamnion calcareum subsp. palmatifidum (Foslie) Foslie,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,11009639,SYNONYM,Phymatolithon calcareum
"Lithothamnion hamelii Me.Lemoine, 1931",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2655331,SYNONYM,Phymatolithon calcareum
Lithothamnion polymorphum (Linnaeus) Areschoug,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654946,SYNONYM,Phymatolithon calcareum
Lithothamnium calcareum,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,4278547,SYNONYM,Phymatolithon calcareum
Melobesia calcarea (Pallas) Harvey,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654950,SYNONYM,Phymatolithon calcareum
Melobesia compressa M'Calla,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654945,SYNONYM,Phymatolithon calcareum
Millepora calcarea Pallas,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654963,SYNONYM,Phymatolithon calcareum
Millepora polymorpha Linnaeus,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,2654948,SYNONYM,Phymatolithon calcareum
"Nullipora calcareum (Pallas) Lam., 1801",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,8193313,SYNONYM,Phymatolithon calcareum
"Paraspora calcarea (Pallas) Heydrich, 1908",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,7626379,SYNONYM,Phymatolithon calcareum
Phymatholithon calcareum (Poll.) Adey & McKibbin,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,11364227,SYNONYM,Phymatolithon calcareum
"Phymatolithon calcareum (Pallas) W.H.Adey & D.L.McKibbin ex Woelkering & L.M.Irvine, 1766",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,11013896,SYNONYM,Phymatolithon calcareum
"Spongites calcarea (Pallas) Kütz., 1849",Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,7374158,SYNONYM,Phymatolithon calcareum
Spongitis calcarea (Pallas) Kützing,Phymatolithon calcareum (Pallas) Adey & D.L.McKibbin,2654944,Phymatolithon,Phymatolithon calcareum,Rhodophyta,10012460,SYNONYM,Phymatolithon calcareum
"Asperocaulon coccineum (Hudson) Grev., 1824",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,7385898,SYNONYM,Plocamium cartilagineum
"Delesseria coccinea (Hudson) C.Agardh, 1817",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,2664850,SYNONYM,Plocamium cartilagineum
Delesseria plocamium C.Agardh,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,6453104,HETEROTYPIC_SYNONYM,Plocamium cartilagineum
"Delesseria plocamium var. uncinata C.Agardh, 1822",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,6453103,SYNONYM,Plocamium cartilagineum
"Ellisius coccinea (Hudson) S.F.Gray, 1821",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,8158724,SYNONYM,Plocamium cartilagineum
Fucus cartilagineus L.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,8035707,HOMOTYPIC_SYNONYM,Plocamium cartilagineum
"Fucus coccineus Hudson, 1778",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,2664836,SYNONYM,Plocamium cartilagineum
Fucus plocamium S.G.Gmel.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,2664838,HETEROTYPIC_SYNONYM,Plocamium cartilagineum
Gelidium cartilagineum (L.) Gaillon,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,2662797,HOMOTYPIC_SYNONYM,Plocamium cartilagineum
"Nereidea coccinea (Hudson) Stackh., 1809",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,7852418,SYNONYM,Plocamium cartilagineum
"Plocamium angustum var. pusillum (Sonder) Harvey, 1863",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278600,SYNONYM,Plocamium cartilagineum
Plocamium binderianum Kütz.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,6453108,HETEROTYPIC_SYNONYM,Plocamium cartilagineum
Plocamium cartilagineum var. uncinatum (C.Agardh) Guiry,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,9607147,HOMOTYPIC_SYNONYM,Plocamium cartilagineum
"Plocamium cartilagineum var. uncinatum (C.Agardh) Guiry ex Benhissoune, Boudouresque, Perret-Boudouresque & Verlaque, 2002",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278599,SYNONYM,Plocamium cartilagineum
"Plocamium cartilagineum var. uncinatum (C.Agardh) M.J.Wynne, 2002",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,10958123,SYNONYM,Plocamium cartilagineum
Plocamium coccineum Lyngb.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278606,HETEROTYPIC_SYNONYM,Plocamium cartilagineum
"Plocamium coccineum f. binderianum (Kütz.) Hauck, 1883",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278598,SYNONYM,Plocamium cartilagineum
"Plocamium coccineum f. uncinatum (C.Agardh) J.Agardh, 1852",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278597,SYNONYM,Plocamium cartilagineum
"Plocamium coccineum var. subtile Kütz., 1843",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,7973574,SYNONYM,Plocamium cartilagineum
"Plocamium coccineum var. subtile Lyngb., 1819",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,10364778,SYNONYM,Plocamium cartilagineum
"Plocamium coccineum var. uncinatum (C.Agardh) J.Agardh, 1842",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,7960515,SYNONYM,Plocamium cartilagineum
Plocamium lyngbyanum Kütz.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,6453107,SYNONYM,Plocamium cartilagineum
"Plocamium pusillum Sonder, 1845",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278602,SYNONYM,Plocamium cartilagineum
"Plocamium subtile Kütz., 1866",Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5730107,SYNONYM,Plocamium cartilagineum
Plocamium uncinatum (C.Agardh) Kützing,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,7646749,SYNONYM,Plocamium cartilagineum
Plocamium vulgare J.V.Lamour.,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,5278596,HETEROTYPIC_SYNONYM,Plocamium cartilagineum
Plocamnium coccineum,Plocamium cartilagineum (L.) P.S.Dixon,5278595,Plocamium,Plocamium cartilagineum,Rhodophyta,11231567,SYNONYM,Plocamium cartilagineum
Bifurcaria rotunda (Hudson) Papenfuss,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,3197822,SYNONYM,Polyides rotunda
Chordaria rotunda (Hudson) C.Agardh,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,7949241,SYNONYM,Polyides rotunda
Fucus caprinus Gunnerus,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667633,SYNONYM,Polyides rotunda
"Fucus furcellatus Mohr, 1786",Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2666918,SYNONYM,Polyides rotunda
"Fucus radiatus Goodenough & Woodward, 1797",Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,8396691,SYNONYM,Polyides rotunda
Fucus rotundus Hudson,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667636,SYNONYM,Polyides rotunda
Furcellaria rotunda (Hudson) Lyngbye,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667637,SYNONYM,Polyides rotunda
Polyides caprina (Gunnerus) Papenfuss,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667635,SYNONYM,Polyides rotunda
Polyides lumbricalis C.Agardh,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667632,SYNONYM,Polyides rotunda
Polyides rotundus (Huds.) Grev.,Polyides rotunda (Hudson) Gaillon,8231752,Polyides,Polyides rotunda,Rhodophyta,2667630,SYNONYM,Polyides rotunda
"Porphyra umbilicalis f. rosea Hamel, 1924","Porphyra dioica J.Brody & L.M.Irvine, 1997",5275663,Porphyra,Porphyra dioica,Rhodophyta,5275710,SYNONYM,Porphyra dioica
Phyllona linearis (Greville) Kuntze,Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,5275744,SYNONYM,Porphyra linearis
Porphyra hiemalis Kylin,Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,5275743,SYNONYM,Porphyra linearis
"Porphyra laciniata f. linearis (Grev.) Kleen, 1874",Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,5275745,SYNONYM,Porphyra linearis
"Porphyra umbilicalis f. linearis (Grev.) Rosenv., 1909",Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,7913082,SYNONYM,Porphyra linearis
"Ulva purpurea var. elongata Lyngb., 1819",Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,7543029,SYNONYM,Porphyra linearis
Wildemania laciniata var. linearis (Grev.) Malard,Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,8507148,HOMOTYPIC_SYNONYM,Porphyra linearis
"Wildemania laciniata var. linearis (Grev.) Malard ex Chalon, 1905",Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,2653694,SYNONYM,Porphyra linearis
Wildemania linearis (Greville) De Toni,Porphyra linearis Greville,5275740,Porphyra,Porphyra linearis,Rhodophyta,2653695,SYNONYM,Porphyra linearis
Phyllona purpurea (Roth) Wallroth,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,5275564,SYNONYM,Porphyra purpurea
Porphyra amethystea Kützing,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,5275571,SYNONYM,Porphyra purpurea
Porphyra laciniata (L.) J.Agardh,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,9311110,SYNONYM,Porphyra purpurea
Porphyra purpureo-violacea (Roth) Krishnamurthy,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,5275563,SYNONYM,Porphyra purpurea
Porphyra rediviva J.W.Stiller & J.R.Waaland,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,5275719,SYNONYM,Porphyra purpurea
Porphyra vulgaris C.Agardh,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,7729604,SYNONYM,Porphyra purpurea
Ulva purpurea Roth,Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,8285958,SYNONYM,Porphyra purpurea
"Ulva purpureoviolacea Roth, 1788",Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,7538944,SYNONYM,Porphyra purpurea
"Ulva umbilicalis var. purpurea (Roth) Wahlenberg, 1812",Porphyra purpurea (Roth) C.Agardh,5275561,Porphyra,Porphyra purpurea,Rhodophyta,7649765,SYNONYM,Porphyra purpurea
? laciniata Lightf.,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,8201324,HETEROTYPIC_SYNONYM,Porphyra umbilicalis
Porphyra insolita Kornmann & Sahling,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,5275712,HETEROTYPIC_SYNONYM,Porphyra umbilicalis
Porphyra umbilicalis (L.) J.Agardh,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,7838411,SYNONYM,Porphyra umbilicalis
"Porphyra umbilicalis f. epiphytica F.S.Collins, 1903",Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,5275708,SYNONYM,Porphyra umbilicalis
Ulva umbilicalis L.,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,7733754,HETEROTYPIC_SYNONYM,Porphyra umbilicalis
Wildemania laciniata (Lightf.) De Toni,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,10176585,HETEROTYPIC_SYNONYM,Porphyra umbilicalis
"Wildemania laciniata (Lightf.) DeToni, 1892",Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,2653655,SYNONYM,Porphyra umbilicalis
Wildemania laciniata var. umbilicalis (L.) Malard,Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,8705194,HOMOTYPIC_SYNONYM,Porphyra umbilicalis
"Wildemania laciniata var. umbilicalis (L.) Malard ex Chalon, 1905",Porphyra umbilicalis Kütz.,5275705,Porphyra,Porphyra umbilicalis,Rhodophyta,2653668,SYNONYM,Porphyra umbilicalis
Fucus capillaceus S.G.Gmelin,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662928,SYNONYM,Pterocladiella capillacea
"Fucus corneus var. pinnatus (Hudson) Goodenough & Woodward, 1797",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,8143771,SYNONYM,Pterocladiella capillacea
"Fucus pinnatus Hudson, 1762",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2643038,SYNONYM,Pterocladiella capillacea
Gelidium capillaceum (S.G.Gmelin) Kütz.,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,7413380,SYNONYM,Pterocladiella capillacea
Gelidium capillaceum (S.G.Gmelin) Meneghini,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662924,SYNONYM,Pterocladiella capillacea
"Gelidium corneum f. clavatum Ardissone, 1874",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662931,SYNONYM,Pterocladiella capillacea
Gelidium corneum subsp. clavatum Ardissone,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,11346568,SYNONYM,Pterocladiella capillacea
"Gelidium kintaroi (Okamura) Yamada, 1941",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662714,SYNONYM,Pterocladiella capillacea
"Gelidium okamurae Setch. & N.L.Gardner, 1937",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662923,SYNONYM,Pterocladiella capillacea
Pterocladia capillacea (S.G.Gmelin) Bornet,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662933,SYNONYM,Pterocladiella capillacea
"Pterocladia densa Okamura, 1934",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662929,SYNONYM,Pterocladiella capillacea
"Pterocladia lindaueri K.C.Fan, 1961",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662927,SYNONYM,Pterocladiella capillacea
"Pterocladia mexicana W.R.Taylor, 1945",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662930,SYNONYM,Pterocladiella capillacea
"Pterocladia okamurae (Setch. & N.L.Gardner) W.R.Taylor, 1945",Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662920,SYNONYM,Pterocladiella capillacea
Pterocladia pinnata (Huds.) Papenf.,Pterocladiella capillacea (S.G.Gmel.) Santel. & Hommers.,2662919,Pterocladiella,Pterocladiella capillacea,Rhodophyta,2662677,SYNONYM,Pterocladiella capillacea
